ArrayTaskID	Model_Type	Subject	Sensor	Hours	Event	Sampling	Model	Binary	Epochs	Callbacks
358	indv	4-rs	left	dlh0	classification	_downsample	randomforest	True	1000	None
359	indv	4-rs	left	dlh0	classification	_downsample	lr	True	1000	None
360	indv	4-rs	left	dlh0	classification	_downsample	sgd	True	1000	None
361	indv	4-rs	left	dlh1	classification	_smote	randomforest	True	1000	None
362	indv	4-rs	left	dlh1	classification	_smote	lr	True	1000	None
363	indv	4-rs	left	dlh1	classification	_smote	sgd	True	1000	None
364	indv	4-rs	left	dlh1	classification	_None	randomforest	True	1000	None
365	indv	4-rs	left	dlh1	classification	_None	lr	True	1000	None
366	indv	4-rs	left	dlh1	classification	_None	sgd	True	1000	None
367	indv	4-rs	left	dlh1	classification	_downsample	randomforest	True	1000	None
368	indv	4-rs	left	dlh1	classification	_downsample	lr	True	1000	None
369	indv	4-rs	left	dlh1	classification	_downsample	sgd	True	1000	None
370	indv	4-rs	left	dlh2	classification	_smote	randomforest	True	1000	None
371	indv	4-rs	left	dlh2	classification	_smote	lr	True	1000	None
372	indv	4-rs	left	dlh2	classification	_smote	sgd	True	1000	None
373	indv	4-rs	left	dlh2	classification	_None	randomforest	True	1000	None
374	indv	4-rs	left	dlh2	classification	_None	lr	True	1000	None
375	indv	4-rs	left	dlh2	classification	_None	sgd	True	1000	None
376	indv	4-rs	left	dlh2	classification	_downsample	randomforest	True	1000	None
377	indv	4-rs	left	dlh2	classification	_downsample	lr	True	1000	None
378	indv	4-rs	left	dlh2	classification	_downsample	sgd	True	1000	None
379	indv	41-pk	left	dlh0	classification	_smote	randomforest	True	1000	None
380	indv	41-pk	left	dlh0	classification	_smote	lr	True	1000	None
381	indv	41-pk	left	dlh0	classification	_smote	sgd	True	1000	None
382	indv	41-pk	left	dlh0	classification	_None	randomforest	True	1000	None
383	indv	41-pk	left	dlh0	classification	_None	lr	True	1000	None
384	indv	41-pk	left	dlh0	classification	_None	sgd	True	1000	None
385	indv	41-pk	left	dlh0	classification	_downsample	randomforest	True	1000	None
386	indv	41-pk	left	dlh0	classification	_downsample	lr	True	1000	None
387	indv	41-pk	left	dlh0	classification	_downsample	sgd	True	1000	None
388	indv	41-pk	left	dlh1	classification	_smote	randomforest	True	1000	None
389	indv	41-pk	left	dlh1	classification	_smote	lr	True	1000	None
390	indv	41-pk	left	dlh1	classification	_smote	sgd	True	1000	None
391	indv	41-pk	left	dlh1	classification	_None	randomforest	True	1000	None
392	indv	41-pk	left	dlh1	classification	_None	lr	True	1000	None
